id,level,dom_fr,ch,ch_fr,les,les_fr,notion_ar,comp,extype,diff,ambig,score,steps,nnot,nsub,nprop,statut,dup,src,src_type,src_num,nchars,why,body
9M-CH09-L01-EX002,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,5,7,1,7,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/corrections/Devoir-de-Controle-N-4-Avec-correction-Math-9eme-2016-2017-Mr-Zairi-Riadh.pdf,CORRIGE,2,825,une seule notion principale mobilisée; une propriété explicitement invoquée; enchaînement long (7 sous-questions); raisonnement développé : prouver + deduire; résultats intermédiaires réutilisés (stratégie à construire),: (5ن) نعتبر العددين الحقيقيين x وy حيث [xe(-3;-1 و 25 y≤5 1) جد حصر الكل من y+* و x-y 2) بين ان [y e[-15;-2* 3) لنعتبر العباره c حيث 3x + 4 c = 1- * ا) بين ان x-1# 0 ب) بين ان c =3 + 7 x -1 ج) استنتج ان [1:9 -]ع٢ حل في ٤/ المع الات التاليه : 13) = 25 (1+ *) |x - 1| =|2x-3 (ب ج) (2 -9=(*-3) (*+1* تامل الرسم الم ابل جيت a13c7 متنا متقايس الاضلاع طول ص مد om 10) ولh المسقط العمودي ل a علي (bc) و النقطه d مناظره b بالنسبه الي c ah = 2v3 ا) بين ان (1 ب) بين ان المثلث abd قايم الزاويه 2) المستقيم العمودي علي (bd) و المار من c يقطع [ad] في e ce = 4n3 ا) بين ان d ب) لتكن [ منتصف [ac] .المستقيم (be) يقطع [ah] في g و [ac] في 1. gh = 2v3 بين ان ج) استنتج ان ag=ec 3) بين ان الرباعي agce معين h 2017 * tunisie college.net 9 اساسي 7 7 7 -≥ - - ( لان 7 عدد موجب) - ، - 2 1- * 4 يعني 7 2*357 7 -1+35-* يعني 3+ 1 - ومنه 25cs$ يعني <
9M-CH09-L01-EX003,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,2,3,1,3,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/corrections/Devoir-de-Revision-Avec-correction-Math-Concours-9eme-2013-9eme-2016-2017-Mr-Amri-Lotfi.pdf,CORRIGE,2,309,une seule notion principale mobilisée; plusieurs étapes (3 sous-questions); exige une justification (prouver),: ( 3.5 نقاط) عتبر العددين الحقيقيير بن 1+15 v5 -1 g a = b = 1) ا) احسب a + b ب) بين ان b مقلوب العدد a. 2) (وحده قيس الطول هي الصنتمتر) . ال مربع بحيث b الدايره التي مركزها ! وتمر من النقطه c تقطع نصف المستقيم (ab] في نقطه e. ا) احسب البعد ic ب) بين ان ae = 1+v5 و be = v5 -1 2/1 2017 * tunisie college.net ل
9M-CH09-L01-EX004,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,4,4,1,4,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/corrections/Devoir-de-Revision-Avec-correction-Math-Concours-9eme-2013-9eme-2016-2017-Mr-Amri-Lotfi.pdf,CORRIGE,4,516,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions); raisonnement développé : prouver + deduire; résultats intermédiaires réutilisés (stratégie à construire),: ( 5 نقاط ) (وحده قيس الطول هي الصنتمتر) لا ا تن من المستوي حيث eb ) نقطه من الموسط العمودي لقطعه المستقيم [ab] حيث oc=3. الا ا اار a بالنسبه الي النقطه لي 1) بين ان 6 مركز ثقل المثلث abd. 2) المستقيم (ag) يقطع [bd] في النقطه e. ا) بين ان e منتصف [bd]. ب) بين ان المستقيمين (ab) و (bd) متعامدان وان bd=6. ج) بين ان ae=3v5 ثم احسب ag. 3) ا) بين ان oedc متوازي الاضلاع واستنتج ان (0g) حامل لاحدي موسطات المثلث oec. ب) بين ان oeca متوازي الاضلاع. ماذا يمثل (eg) بالنسبه الي المثلت oec؟ ج) بين ان g مركز ثقل المثلث oec.
9M-CH09-L01-EX005,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,2,3,1,3,0,DOUBLON_EXACT,DOUBLON_EXACT,9eme/mathematiques/corrections/Devoir-de-Revision-Concours-9eme-2013-Avec-correction-Math-concours-9eme-2013-9eme-2016-2017-Mr-Amri-Lotfi.pdf,CORRIGE,2,309,une seule notion principale mobilisée; plusieurs étapes (3 sous-questions); exige une justification (prouver),: ( 3.5 نقاط) عتبر العددين الحقيقيير بن 1+15 v5 -1 g a = b = 1) ا) احسب a + b ب) بين ان b مقلوب العدد a. 2) (وحده قيس الطول هي الصنتمتر) . ال مربع بحيث b الدايره التي مركزها ! وتمر من النقطه c تقطع نصف المستقيم (ab] في نقطه e. ا) احسب البعد ic ب) بين ان ae = 1+v5 و be = v5 -1 2/1 2017 * tunisie college.net ل
9M-CH09-L01-EX006,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,4,4,1,4,0,DOUBLON_EXACT,DOUBLON_EXACT,9eme/mathematiques/corrections/Devoir-de-Revision-Concours-9eme-2013-Avec-correction-Math-concours-9eme-2013-9eme-2016-2017-Mr-Amri-Lotfi.pdf,CORRIGE,4,516,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions); raisonnement développé : prouver + deduire; résultats intermédiaires réutilisés (stratégie à construire),: ( 5 نقاط ) (وحده قيس الطول هي الصنتمتر) لا ا تن من المستوي حيث eb ) نقطه من الموسط العمودي لقطعه المستقيم [ab] حيث oc=3. الا ا اار a بالنسبه الي النقطه لي 1) بين ان 6 مركز ثقل المثلث abd. 2) المستقيم (ag) يقطع [bd] في النقطه e. ا) بين ان e منتصف [bd]. ب) بين ان المستقيمين (ab) و (bd) متعامدان وان bd=6. ج) بين ان ae=3v5 ثم احسب ag. 3) ا) بين ان oedc متوازي الاضلاع واستنتج ان (0g) حامل لاحدي موسطات المثلث oec. ب) بين ان oeca متوازي الاضلاع. ماذا يمثل (eg) بالنسبه الي المثلت oec؟ ج) بين ان g مركز ثقل المثلث oec.
9M-CH09-L01-EX007,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,6,19,1,19,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/corrections/Devoir-de-Revision-N-5-Avec-correction-Math-9eme-2005-2006-Mme-ines-el-omri.pdf,CORRIGE,3,999,une seule notion principale mobilisée; une propriété explicitement invoquée; enchaînement long (19 sous-questions); raisonnement développé : prouver + deduire; résultats intermédiaires réutilisés (stratégie à construire); construction puis démonstration sur la figure obtenue,": (4 نقاط) ليكن (0,1,5) معينا في المستوي حيث (o1) 1 (01) و o1= o5 1) ا - ارسم النقطتين (a( -2,3 و (b(2,3 ب - بين ان النقطتين a و b متناظرتان بالنسبه الي (oj) tunisiecolleg iet* 2) ا - ارسم النقطه d مناظره النقطه ٨ بالنسبه الي النقطه • ب - حدد احداثيات النقطه d 3) ا - عين النقطه c بحيث يكون الرباعي obcd متوازي الاضلاع. ب - ما هي احداثيات النقطه c ؟ ج - بين ان obcd معين. مساله : (8 نقاط) ( وحده قيس الطول هي الصنتمتر ) 1) ا - ارسم مستطيلا abcd بحيث ab =9 و ad =3 ب - احسب ac 2) ا - ارسم النقطه f من [ab] بحيث bf = bc ب - بين ان الزاويتين biic و bcf متقايستان. 3) ا - ارسم النقطه e من [cd] بحيث ce = af ب - بين ان الرباعي aecf متوازي الاضلاع. 4) لتكن النقطه h المسقط العمودي للنقطه f علي (cd) ا - بين ان الرباعي bchf مربع. ب - احسب hc و ec ، ثم استنتج ان h منتصف [ec] ج - بين ان المثلث efc متقايس الضلعين وقايم الزاويه في f 5) المستقيمان (ac) و (fh) يتقاطعان في نقطه m ا - بين ان ci cm cd ca ب - احسب cm 6) المستقيمان (ef) و (bc) يتقاطعان في نقطه k بين ان f هي مركز ثقل المثلث ack tunisiecolleg iet*"
9M-CH09-L01-EX008,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Application directe,BASIQUE,False,0,1,1,0,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/cours/Cours-Math-9eme-2011-2012-Mr-gharsalli-zinelabidine-.pdf,COURS,10,86,une seule notion principale mobilisée; procédure courte (0 sous-question(s)),لاحظ الشكل جانبه : abc الا لمل an =x +1 9 am=x 9 ab =5cm cdnm مساحه الرباعي scdnm احسب
9M-CH09-L01-EX009,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,4,5,1,5,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/4-Exemples-de-Devoir-de-synthese-N-3-Math-9eme-College-pilote-Les-berges-du-lac-Mr-Faouzi-El-Gharbi.pdf,SYNTHESE,3,1040,une seule notion principale mobilisée; enchaînement long (5 sous-questions); exige une justification (prouver); résultats intermédiaires réutilisés (stratégie à construire),": نعتبر هرماsabcd الذي قاعدته المربعabcd مركزهo ط و ول ضلعه 6 1 - احسبac 2 - احسبas علما انos=3 3 - لتكنh المسقط العمودي للنقطهs علي (bc) . احسبsh 4 - لتكنm النقطه من [sc] بحسث3 sm = المستقيم المار منm و الموازي ل (bc) يقطع [sb] فيn . احسبmn المساله:وحده قيس الطول هي الصم فوزي الغربي الفرض التاليفي رقم 3 9 اساسي المدرسه الاعداديه النموذجيه ضفاف البحيره الصفحه رقم 3 1 ( (oij) معي ن في المستوي حيث (oi) عمودي علي (oj) ع ( ا ين النقاط a(2.4) وe(-4.4) ( ب بين ان المستقيمين (ea) و (oi) متوازيان 2 (لتكنc مناظره النقطه a بالنسبه اليo وd نقطه تقاطع المستقيمين (ec) و (oi) ا ( اوجد احداثيات c . لعل جوابك . ب ( اوجد احداثيات d . لعل جوابك . 3 (ا حسب ae 4 ( لتكن النقطهb حيثb(3,0) وh وk نقطتي تقاطع المستقيم (oj) علي التوالي مع المستقيمين (ad) و (bc) ( ا اثبت ان الرباعيabcd متوازي اضلاع . ب ( اثبت ان الرباعيahck متوازي اضلاع . 5 ( المستقيم المار منc والموازي للمستقيم (oi) يقطع المستقيم (ad) في نقطهf ا ( بين ان الرباعي aefc متوازي اضلاع . ( ب المستقيم (fc) يقطع (oj) في النقطهg . ا وجد احداثيات كل من النقطتين g وf ، عل ل جوابك . الفرض الثالث"
9M-CH09-L01-EX010,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Application directe,BASIQUE,False,0,2,1,2,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/4-Exemples-de-Devoir-de-synthese-N-3-Math-9eme-College-pilote-Les-berges-du-lac-Mr-Faouzi-El-Gharbi.pdf,SYNTHESE,3,197,une seule notion principale mobilisée; procédure courte (2 sous-question(s)),": نعتبر متوازي مستطيلاتabcda’b’c’d’ حيثab=6 وac=8 وaa’=5 1 - احسبbc وa’c 2 - لتكنn نقطه من [ac] بحيثan=x . المستقيم المار منn و الموازي ل (aa’) يقطع (a’c) فيp ا- احسبnp بدلالهx ب- جدx اذا كانnp=3,2"
9M-CH09-L01-EX011,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,MOYEN,False,3,4,1,4,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/4-Exemples-de-Devoir-de-synthese-N-3-Math-9eme-College-pilote-Les-berges-du-lac-Mr-Faouzi-El-Gharbi.pdf,SYNTHESE,4,960,une seule notion principale mobilisée; une propriété explicitement invoquée; plusieurs étapes (4 sous-questions); raisonnement développé : prouver + deduire + justifier,يمثل الشكل المقابلabcde هرما قاعدته متوازي اضلاع حيث i منتصف[ ] ac وj منتصف[ ] ad 1 ( بين ان المستقيم( ) ij موازي للمستقيم( ) eb 2 (نعتبرf نقطه من قطعه المستقيم[ ] bc مخالفه للنقطهb ا- بين ان المستويين( ) acd و( ) aef يتقاطعان ب- بين ان المستقيم( ) ij يقطع المستوي( ) aef 3 ( نعتبر النقطهk مناظره النقطهi بالنسبه للنقطهj ا- بين ان المستقيمين( ) bi و( ) ek متوازيان ب- بين ان الرباعيikeb متوازي اضلاع المساله:وحده قيس الطول هي الصم 1 ( (o.i.j) معين في المستوي حيث (oi) عمودي علي (oj) ( ا عين النقطه b(3.0) وk منتصف القطعه [ob] . ( ب ابن النقطه a بحيث يكون المثلثaob متقايس الاضلاع ( ج احسب احداثياتk وa 2 (لتكنc مناظره a بالنسبه الي المستقيم (oi) ا ( ما هي احداثيات c؟ علل جوابك . ب ( بين ان الرباعيabco معين . 3 (لتكنd مناظره c بالنسبه اليo . ا ( بين ان الرباعيabcd شبه منحرف متقايس الضلعين . ب ( احسب مساحه و محيط شبه المنحرف abcd 4 (لتكنe مناظره d بالنسبه اليa . ا ( احسب احداثيات e . ب ( بين ان ال مثلث edc متقايس الاضلاع . ج استنتج مساحه ومحيط المثلث dec .
9M-CH09-L01-EX012,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,3,4,1,4,0,DOUBLON_EXACT,DOUBLON_EXACT,9eme/mathematiques/devoirs/Controle-9-6-2022.pdf,DEVOIR_INDETERMINE,48,445,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions); exige une justification (prouver); construction puis démonstration sur la figure obtenue,"نقاط( ارسم(o,i,j) معينا متعامدا في المستوي حيث oi=oj=1cm . (1عين النق اط a(2,0) و b(4,0) وe(2,4) ا- ا ثبت انا النقطهa منتصف[ob] ب- احسب كل منob وoa وae (2 عين النقطتينm وn حيث النقطهm منتصف[oe] و النقطهn منتصف[eb] ا- احسب البعدmn ب– لتكنk المسقط العمودي لn علي(oi) اثبت انا الرباعيimnk مربع (3 عينl نقطه تقاطع(ae) و(on) احسب احداثيات النقطهl المدرسه االعدادي ه مفيده بورقيبه حمام االنف 9اساسي االس تا ذه: نجوي العلا ني :التوقيت45 دق 13/05/2022 :"
9M-CH09-L01-EX013,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,3,4,1,4,0,DOUBLON_EXACT,DOUBLON_EXACT,9eme/mathematiques/devoirs/Controle-9-6-2022.pdf,DEVOIR_INDETERMINE,48,340,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions); exige une justification (prouver); construction puis démonstration sur la figure obtenue,"نقاط( ارسم(o,i,j) معينا متعامدا في المستوي حيث oi=oj=1cm . (1عين النق اط a(2,0) و b(4,0) وe(2,4) ت- اثبت انا النقطهa منتصف[ob] ث- احسب كل منob وoa وae (2 عين النقطتينm وn حيث النقطهm منتصف[oe] و النقطهn منتصف[eb] ب- احسب البعدmn ب– لتكنk المسقط العمودي لn علي(oi) اثبت انا الرباعيimnk مربع (3 عينl نقطه تقاطع(ae) و(on) احسب احداثيات النقطهl"
9M-CH09-L01-EX014,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,2,4,1,4,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-College-pilote-Math-9eme-2014-2015-Mr-.pdf,CONTROLE,3,378,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions); exige une justification (prouver),"( 6,5 ن) (وحده قيس الطول هي الصم ) ليكن ( 0 ; 1;j) معينا متعامدا في المستوي حيث oi=oj=1 1) ا/ عين النقاط (a(v2 , 0 و (b(-2,-3 و (c (-2 , 0 ب/ احسب ac ج/ بين ان المستقيمين (bc) و(oi) متعامدان 2) لتكن النقطه (d( d(v2,-3. ب/ بين ان الرباعي adbc مستطيل 3) ا/ ابن النقطه e بحيث يكون الرباعي abce متوازي الاضلاع . ب/ اوجد احداثيات e 4) ما هي مجموعه النقاط (m (x ;y حيث x = v2و y| ≤ 3|"
9M-CH09-L01-EX015,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,DIFFICILE,False,4,7,2,7,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-College-pilote-Math-9eme-2016-2017-Mme-Tekeri-Zeineb.pdf,CONTROLE,6,513,deux notions combinées; une propriété explicitement invoquée; enchaînement long (7 sous-questions); exige une justification (prouver),") 4ن) a (d) 1) درج االمستقيم (d) بالمعين (o ; i) ثم عين عليه النقاط : b و e التي فاصلاتها علي التوالي : (v2-) و (3-) ا) احسب be ب) احسب فاصله h حيث : eh=2 و (h €[bi 11) ابن النقطه ل بحيث يكون المثلث o1j متقايس الاضلاع (aوj من نفس الجهه) ليكن (0 ;[ ;j) معينا في المستوي 1) ما هي احداثيات النقطه a في المعين (ل; ]; o) 2) عين النقاط (u (-v2 ;2 و (t (-3;2 3) بين ان الرباعي bute متوازي الاضلاع 11 10.5 10.5 5) ضع العلامه x امام الاجابه الصحيحه 10,5 0.5/ eir * = -2 -3≤ *≤-v2 y=2 y=2 1 3-2 و 2018 * tunisie college.net"
9M-CH09-L01-EX016,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Application directe,BASIQUE,False,0,2,1,2,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-9eme-2012-2013-Mr-ben-amor-mohamed.pdf,CONTROLE,1,534,une seule notion principale mobilisée; procédure courte (2 sous-question(s)),": ( 5 نقاط) المستوي : واساسي لكل سوال، واحده من بين الاجابات الاربعه صحيحك اوجد الاجابه المناسبه . 2013/2012 التوقيت: 45 دق ب 2 العدد 360547218 قابل للقسمه علي: الكتابه العشريه الدوريه: 6.275 العدد v2 يمثل قيس طول ضلع مربع 12 15 تمثل عدد كسري دورها مساو ل-27 تمثل عددا اصما دورها مساو ل275 قيس مساحته مساو قيس مساحته مساو قيس مساحته مساو قيس مساحته مساو ل 1 2 1 v2 j ل 4 4 ليكن (ل,٥,١) معينا متعامدا من s (- 3.4 , 2013) s (- 3.4 , - 2013) s (3.4, -2013) s (3.4 , 2013) المستوي . مناظره ( p (3.4 , - 2013 بالنسبه الي محور الفاصلات هي :"
9M-CH09-L01-EX017,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,MOYEN,False,3,4,1,4,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-9eme-2012-2013-Mr-ben-amor-mohamed.pdf,CONTROLE,3,330,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions); raisonnement développé : prouver + justifier,": ( 10 نقاط ) لاحظ الرسم التالي حيث (ل,o,١) معينا متعامدا في المستوي و ol= oj= 1cm 1) انقل ثم اكمل : ( .. , a (3 و ( .., .)b و ( ,c(-3 و (d(.,٥ و (.,.)e و (f(..., - 2 2) هل ان النقطتين a و f متناظرتين بالنسبه الي اصل المعين ؟ علل جوابك 3) عين النقطه : ( k( 0,4 ثم بين ان الرباعي المحدب : a 3 e 3d 4- معيد tunisie collegt er 2012 ©"
9M-CH09-L01-EX018,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,6,5,1,5,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-9eme-2012-2013-Mr-ben-amor-mohamed.pdf,CONTROLE,3,365,une seule notion principale mobilisée; enchaînement long (5 sous-questions); raisonnement développé : prouver + deduire; résultats intermédiaires réutilisés (stratégie à construire); construction puis démonstration sur la figure obtenue,": ( 10 نقاط ) ارسم معينا متعامدا ( ل ,0 ,١ ) من المستوي . o1 = oj = 1 cm 1) عين النقاط التاليه : a (-1;0) ; c c (3;0) 2) بين ان النقطه | منتصف قطعه المستقيم : [ac] 3 ) ارسم النقطه d مناظره b بالنسبه الي ١. ا- ا - بين ان الرباعي abcd متوازي الاضلاع - ب - استنتج ان abcd معين ( اختياري ) 5) ما هي مجموعه النقاط (m(x,y حيث : 45y≤4 9 x = 1- ؟ حظ سعيد tunisie collegt er"
9M-CH09-L01-EX019,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,5,5,1,5,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-9eme-2014-2015-Mr-saidi-mongi-.pdf,CONTROLE,3,363,une seule notion principale mobilisée; enchaînement long (5 sous-questions); raisonnement développé : prouver + deduire; résultats intermédiaires réutilisés (stratégie à construire),": (6ن) اليكن (/,0,1) معينا في المستوي بحيث (o1) 1 (oj) و o1 = oj = 1 1) عين النقاط (c(0, -1); b(4,4) ; a(4, -1 2) بين ان الرباعي acjb شبه منحرف قايم 3) احسب احداثيات النقطه h منتصف [aj] 4) لتكن النقطه d مناظره a بالنسبه ل o1) ا- بين ان احداثيات النقطه d هي (4,1) ثم عينها ب- استنتج ان الرباعي acjd الوم 5) حدد مجموعه النقاط (m(x,y حيث x = 4و y≥1 tunisiecollegtnem"
9M-CH09-L01-EX020,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,4,5,1,5,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-9eme-2016-2017-Mme-Allani.pdf,CONTROLE,6,396,une seule notion principale mobilisée; enchaînement long (5 sous-questions); raisonnement développé : deduire + justifier,")4 نقاط) ( وحده قيس الطول هي الصنتمتر) ليكن (o,1,t) معينا في المستوي حيث i0j = 60° و oi=oj=1. عين النقاط (a(3,1 و (b(-5,-3 و (c(-4,2 و (d(2,-4 1) احسب احداثيات النقطه e منتصف القطعه [ab]. ثم عينها 2) احسب احداثيات النقطه f حيث c منتصف القطعه [ef]. 3) اتبت ان النقطه e هي منتصف [cd] 4) استنتج طبيعه الرباعي acbd علل ذلك 5) ما هي مجموعه النقاط (n(xv حيث y = 1 و x ≤ 3. ج- 9 2017 tunisie college.net"
9M-CH09-L01-EX021,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Application indirecte,MOYEN,True,2,5,1,5,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-9eme-2016-2017-Mr-ZOUARI-SAMI.pdf,CONTROLE,1,326,une seule notion principale mobilisée; enchaînement long (5 sous-questions),: - ضع علامه x امام كل اجابه صحيحه: ا- b نقطتان من مستقيم مدرج فاصلتاهما علي التوالي 2-1 و 2 -2- . فان البعد ab يساوي : v2 +1 1 3 ب- (ل ; 0 ; 1) معين في المستوي والنقطتان (a(1 -v3 ; 2 و (b(1 +v3 ; - 2 فان a وb متناظرتان بالنسبه الي ج- يكون العدد تقابلا القسمه علي 1 2 اذا كان : a =3 a =1 a =4 د- العدد v9 + v16 يساوي : v49 v25
9M-CH09-L01-EX022,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,DIFFICILE,False,4,5,2,5,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-9eme-2016-2017-Mr-ZOUARI-SAMI.pdf,CONTROLE,3,421,deux notions combinées; une propriété explicitement invoquée; enchaînement long (5 sous-questions); exige une justification (prouver),: (ل ; 0 ; 1) معين متعامد في المستوي . 1) ا- عين النقطتين (a(2 ; 4 و (b(-6; 4 . واحسب البعد : ab . ب- . (ab) // (o1) : بين ان 2) جد احداثيات النقطه p منتصف القطعه [ab] . 3) ا- جد احداثيات النقطه c مناظره a بالنسبه الي o. بين ان المثلث cab متقايس الضلعين . 4) ابن النقطه d حتي يكون الرباعي acbd متوازي الاضلاع . حدد احداثيات النقطه d . 5) جد المجموعه التاليه : • a={m(x3y)1 y=4 e1 -65*521 2017 * tunisie college.net 2 5 10
9M-CH09-L01-EX023,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,BASIQUE,False,1,1,1,1,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-9eme-2017-2018-Mr-Ben-Slama.pdf,CONTROLE,3,238,une seule notion principale mobilisée; procédure courte (1 sous-question(s)); exige une justification (justifier),") :5 ن ) ad = 3 و ab =6 :حيث abcd ابن مستطيلا بن e مسقط b علي (ad) وفق منحي (ac) ا هي طبيعه الرباعي aebc ؟ علل جوابك لتكن m منتصف [eb] ابن n المسقط العمودي ل m علي (ad) اوجد * و x1 فاصلتي b و2m*عين (e,b) tunisie college.net a =1 33 xp =-."
9M-CH09-L01-EX024,9e,Géométrie,CH09,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Application indirecte,BASIQUE,True,1,3,1,3,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,9eme/mathematiques/devoirs/Devoir-de-Controle-N-1-Math-9eme-2017-2018-Mr-Ben-Slama.pdf,CONTROLE,5,189,une seule notion principale mobilisée; plusieurs étapes (3 sous-questions),") : 4 ن ) 1. ليكن 4 مستقيما مدرجا ب (0,1) حيث o1 =3 , x1=-1 , xr=-v2 , xe=2 : حيث pو h و fوe النقاط 4 عين علي 2. اوجد eh ep و 3. لتكن k منتصف [eh] و r منتصف [ph] اوجد x* و x في المعين (o,1)"
